Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,55,1619,1207000,18500,895490775.0,55,630,511500,31000,316457225.0,0.424,0.389,2026-03-13
ABB,108,76344,1542875,387000,64532880781.25,112,30835,1070250,70375,24052038468.75,0.694,0.404,2026-03-13
ABCAPITAL,71,6182,16752400,1193500,6553963270.0,70,3410,9238000,-530100,3385564560.0,0.551,0.552,2026-03-13
ADANIENSOL,97,24758,4077000,746550,18267900975.0,92,6465,2413125,282825,4419621832.5,0.592,0.261,2026-03-13
ADANIENT,110,18500,6968568,143067,12180677659.2,111,12530,5486295,-168096,7773763614.450001,0.787,0.677,2026-03-13
ADANIGREEN,106,16437,9507000,-184200,9171297660.0,107,7655,5275800,-76200,3996071580.0,0.555,0.466,2026-03-13
ADANIPORTS,77,20849,9655800,804650,14771202893.75,77,17688,7077975,69825,11498573211.25,0.733,0.848,2026-03-13
ALKEM,89,1257,238375,2750,901046268.75,91,1207,154375,-9875,799503443.75,0.648,0.96,2026-03-13
AMBER,87,28865,1337000,163700,21945804500.0,90,33311,739500,117700,21684285980.0,0.553,1.154,2026-03-13
AMBUJACEM,113,13625,17103450,518700,6810580717.5,108,7536,11463900,536550,3597811507.5,0.67,0.553,2026-03-13
ANGELONE,59,10528,26690000,125000,6231420325.0,60,4760,14335000,10000,2602499300.0,0.537,0.452,2026-03-13
APLAPOLLO,102,4760,1817550,37800,3520337292.5,100,4081,1537900,220500,2896708797.5,0.846,0.857,2026-03-13
APOLLOHOSP,103,9362,1091000,21000,9252537600.0,108,8737,825625,59375,8049479443.75,0.757,0.933,2026-03-13
ASHOKLEY,91,26200,90015000,11405000,25356120850.0,91,13139,44865000,2560000,11418948000.0,0.498,0.501,2026-03-13
ASIANPAINT,123,12304,5020750,56250,7267469950.0,120,17670,4373500,-300750,9700650125.0,0.871,1.436,2026-03-13
ASTRAL,86,15733,3417000,409700,11733927255.0,84,7532,1535525,-184875,5219406385.0,0.449,0.479,2026-03-13
AUBANK,95,11689,9522000,-19000,11184745200.0,89,9476,6289000,462000,8551695450.0,0.66,0.811,2026-03-13
AUROPHARMA,109,16693,5775550,-25300,12464176697.5,117,12559,4648600,-720500,8905589632.5,0.805,0.752,2026-03-13
AXISBANK,129,67432,25640000,2750000,54508591218.75,125,34489,11765000,758125,26128699406.25,0.459,0.511,2026-03-13
BAJAJ-AUTO,84,39909,1852950,83250,28835729036.25,84,31951,973500,145350,21279552281.25,0.525,0.801,2026-03-13
BAJAJFINSV,106,40376,10130000,816250,18956471350.0,107,19292,4338750,124500,8466568812.5,0.428,0.478,2026-03-13
BAJAJHLDNG,112,2701,128500,-14100,1500363007.5,109,1967,77500,9500,933351610.0,0.603,0.728,2026-03-13
BAJFINANCE,110,36553,25017750,885750,25574336212.5,109,21510,16350000,-230250,13840770150.0,0.654,0.588,2026-03-13
BANDHANBNK,67,6748,34282800,-421200,4612993344.0,71,4676,21031200,126000,2982363876.0,0.613,0.693,2026-03-13
BANKBARODA,127,16243,44024175,2345850,14581017506.25,127,9012,35904375,-8775,7575316953.75,0.816,0.555,2026-03-13
BANKINDIA,170,2265,27123200,618800,1953559400.0,171,2019,22770800,2230800,1613743716.0,0.84,0.891,2026-03-13
BANKNIFTY,603,1625964,21409360,1668320,2823109765350.0,603,1424342,16285420,635890,2308153809276.0,0.761,0.876,2026-03-13
BDL,75,13621,4051600,-75250,6875378877.5,74,8984,2446500,-96600,3793869817.5,0.604,0.66,2026-03-13
BEL,72,65178,58407900,6703200,44323022373.75,75,36233,30368175,400425,22449441165.0,0.52,0.556,2026-03-13
BHARATFORG,92,20177,6122000,1477500,19538131025.0,91,12950,2986500,168500,10952941225.0,0.488,0.642,2026-03-13
BHARTIARTL,88,49735,22314550,-148675,44953993231.25,87,27988,9698550,-560500,23975665280.0,0.435,0.563,2026-03-13
BHEL,103,22198,31038000,-378000,16409926443.75,102,12252,26714625,-1084125,8385251700.0,0.861,0.552,2026-03-13
BIOCON,65,12776,18497500,197500,13136210000.0,66,7245,11880000,-2327500,6958703625.0,0.642,0.567,2026-03-13
BLUESTARCO,90,16501,1704300,341900,10957525865.0,89,11538,924300,196950,6980400862.5,0.542,0.699,2026-03-13
BOSCHLTD,155,4089,243500,2025,3602748060.0,151,3429,142575,675,2644064140.0,0.586,0.839,2026-03-13
BPCL,81,11190,25003500,764325,7842295733.75,81,9679,17391850,-1692575,6124417527.5,0.696,0.865,2026-03-13
BRITANNIA,99,32714,924750,131125,25108783650.0,99,24662,495375,75875,17170381006.25,0.536,0.754,2026-03-13
BSE,57,38464,7141875,285750,43568574468.75,58,31569,5497125,-274875,32535143362.5,0.77,0.821,2026-03-13
CAMS,79,2825,3730500,90750,1475454150.0,81,1844,2760000,-146250,922807950.0,0.74,0.653,2026-03-13
CANBK,155,13344,115566750,6891750,13342334917.5,153,9703,83382750,1424250,9099515497.5,0.722,0.727,2026-03-13
CDSL,75,13610,7161100,217075,8265768193.75,75,6075,5130000,123975,3443285046.25,0.716,0.446,2026-03-13
CGPOWER,67,29464,7079650,1960100,19408137422.5,70,9338,3517300,140250,5713178992.5,0.497,0.317,2026-03-13
CHOLAFIN,94,5992,4330625,117500,6128061312.5,94,3351,3249375,14375,3183842468.75,0.75,0.559,2026-03-13
CIPLA,105,21074,8407875,106875,10802633493.75,105,12535,3412125,6375,6084376275.0,0.406,0.595,2026-03-13
COALINDIA,161,102152,38294100,1217700,67784956110.0,168,45980,28622700,1219050,28786757940.0,0.747,0.45,2026-03-13
COFORGE,101,37325,14230500,806625,16890242006.25,97,15834,5198625,173625,6552324843.75,0.365,0.424,2026-03-13
COLPAL,110,23996,4124700,-117000,11521586070.0,110,6369,2493450,-72900,2842738132.5,0.605,0.265,2026-03-13
CONCOR,93,4086,10301250,-208750,2562536562.5,91,1820,7622500,71250,1041041625.0,0.74,0.445,2026-03-13
CROMPTON,95,4434,10171800,334800,2075770710.0,97,2123,5893200,741600,939267540.0,0.579,0.479,2026-03-13
CUMMINSIND,93,9427,1113600,46800,9550137230.0,90,4422,768000,-40200,3992843750.0,0.69,0.469,2026-03-13
DABUR,97,6613,11981250,531250,4095255437.5,97,3719,6290000,93750,2107275250.0,0.525,0.562,2026-03-13
DALBHARAT,106,3181,1548950,110500,2050552741.25,103,2374,1768650,-159900,1442436157.5,1.142,0.746,2026-03-13
DELHIVERY,81,3795,7092350,-91300,3482465963.75,79,2354,3971550,-143175,1963096183.75,0.56,0.62,2026-03-13
DIVISLAB,94,10755,845900,66900,7074069010.0,99,7749,528500,64000,4791226570.0,0.625,0.721,2026-03-13
DIXON,124,92976,2514200,163250,53480153947.5,121,54454,1418400,-53450,27751954337.5,0.564,0.586,2026-03-13
DLF,70,15317,12621675,-144375,7609607362.5,70,9917,9385200,-415800,4625156373.75,0.744,0.647,2026-03-13
DMART,67,87199,2069250,723300,54878466930.0,67,26906,1071450,94200,15761376862.5,0.518,0.309,2026-03-13
DRREDDY,95,13237,9619375,-249375,11240188750.0,99,7915,4384375,-290000,6390716843.75,0.456,0.598,2026-03-13
EICHERMOT,155,42772,2795700,111100,32596683540.0,156,26838,1486400,37000,18649196825.0,0.532,0.627,2026-03-13
ETERNAL,72,36487,124647425,1239175,21516844774.0,68,29456,66035175,-3935775,15528764435.0,0.53,0.807,2026-03-13
EXIDEIND,131,5216,12569400,1022400,3093519240.0,127,3662,9588600,336600,2043481770.0,0.763,0.702,2026-03-13
FEDERALBNK,110,12584,68615000,6240000,18438938250.0,108,6487,34255000,1515000,8543836000.0,0.499,0.515,2026-03-13
