Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,49,1583,959500,76000,853858950.0,49,815,890500,16000,398112100.0,0.928,0.515,2026-04-13
ABB,127,17973,783750,54750,16069532693.75,128,8245,878250,36250,6801746456.25,1.121,0.459,2026-04-13
ABCAPITAL,68,3008,8729600,359600,3315202930.0,70,2543,8459900,-260400,2587775220.0,0.969,0.845,2026-04-13
ADANIENSOL,76,21466,4058775,628425,18086140620.0,81,10517,2381400,52650,7903460216.25,0.587,0.49,2026-04-13
ADANIENT,107,60935,6459027,262032,42614324569.49999,112,30570,6471078,865818,19590621120.15,1.002,0.502,2026-04-13
ADANIGREEN,114,22774,7078800,919800,15707432520.0,117,13982,5896800,429600,8823453720.0,0.833,0.614,2026-04-13
ADANIPORTS,69,23090,8248850,-631750,17149695283.75,71,11335,6248625,206150,7685200393.75,0.758,0.491,2026-04-13
ADANIPOWER,65,31821,24842900,9105750,21802661362.5,66,8062,11672400,5051650,5081027244.0,0.47,0.253,2026-04-13
ALKEM,84,1585,195750,20625,1138045381.25,85,576,136000,-3125,380067087.5,0.695,0.363,2026-04-13
AMBER,78,18977,800700,213000,14662450185.0,79,9935,543700,143400,6926160410.0,0.679,0.524,2026-04-13
AMBUJACEM,89,6830,10737300,202650,3338684947.5,92,3280,9676800,-43050,1503067912.5,0.901,0.48,2026-04-13
ANGELONE,65,6404,14847500,820000,4834525950.0,68,4439,11890000,-170000,2968220200.0,0.801,0.693,2026-04-13
APLAPOLLO,101,4870,1135750,187250,3604310150.0,99,3109,738150,40600,2184762090.0,0.65,0.638,2026-04-13
APOLLOHOSP,104,11510,801875,16500,11221621800.0,104,4771,674125,-1750,4420932700.0,0.841,0.415,2026-04-13
ASHOKLEY,86,19479,83140000,2855000,18142172250.0,85,15264,63190000,-620000,12788017850.0,0.76,0.784,2026-04-13
ASIANPAINT,108,27039,3900500,-38750,16583912912.5,110,30144,4974000,649000,17280365462.5,1.275,1.115,2026-04-13
ASTRAL,77,11560,2322200,104975,8261398901.25,78,4447,1398250,57800,2967945850.0,0.602,0.385,2026-04-13
AUBANK,92,4376,5975000,58000,4477713800.0,94,3894,5246000,-93000,3699664650.0,0.878,0.89,2026-04-13
AUROPHARMA,71,4964,3756500,227700,3849381140.0,75,3428,2501950,-114950,2497625845.0,0.666,0.691,2026-04-13
AXISBANK,128,26983,14951875,1427500,23731967843.75,127,22021,13694375,1120000,18191596000.0,0.916,0.816,2026-04-13
BAJAJ-AUTO,89,31560,959175,118275,24287709776.25,88,28777,993150,38625,20618849737.5,1.035,0.912,2026-04-13
BAJAJFINSV,92,8719,3194750,48750,4065204112.5,93,7079,3548500,164250,3091105762.5,1.111,0.812,2026-04-13
BAJAJHLDNG,97,446,56250,2550,237722177.5,93,194,37100,2600,92586600.0,0.66,0.435,2026-04-13
BAJFINANCE,93,22917,19073250,937500,16322854687.5,98,13335,15896250,290250,8923731337.5,0.833,0.582,2026-04-13
BANDHANBNK,74,2902,24454800,-716400,1876323708.0,74,1967,17856000,-414000,1140284880.0,0.73,0.678,2026-04-13
BANKBARODA,110,13048,36972000,403650,10993841030.25,107,8913,34781175,985725,6909366613.5,0.941,0.683,2026-04-13
BANKINDIA,95,4523,20716800,884000,3603085408.0,88,2192,21600800,72800,1626230216.0,1.043,0.485,2026-04-13
BANKNIFTY,667,1412256,17129250,312660,2464897395115.5,667,977030,15021900,895200,1566881426283.0,0.877,0.692,2026-04-13
BDL,69,6113,2844800,65450,3045413840.0,70,5016,2255750,47950,2200877805.0,0.793,0.821,2026-04-13
BEL,77,30541,40528425,437475,20317150822.5,79,17209,26674575,542925,10590888705.0,0.658,0.563,2026-04-13
BHARATFORG,80,8806,3030000,46000,8316738150.0,77,4700,1878000,168500,4131474650.0,0.62,0.534,2026-04-13
BHARTIARTL,77,37341,8453575,-183350,34360312167.5,77,21779,7357750,-332025,18935595343.75,0.87,0.583,2026-04-13
