Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,45,14712,1881000,370500,9084960975.0,47,3099,1160500,275500,1793389800.0,0.617,0.211,2026-08-05
ABB,69,25222,1941250,108250,25616133693.75,69,9524,1073625,8125,8930066137.5,0.553,0.378,2026-08-05
ABCAPITAL,76,8675,19272700,-1267900,11858142630.0,77,2517,14204200,-77500,3291706635.0,0.737,0.29,2026-08-05
ADANIENSOL,68,3340,3898800,-39825,3906329523.75,67,1609,2342925,45900,1743203531.25,0.601,0.482,2026-08-05
ADANIENT,47,15829,4154196,7416,15733206920.250004,46,7176,3392511,38625,6707354031.149999,0.817,0.453,2026-08-05
ADANIGREEN,72,8545,8422800,342000,7650042180.0,67,3473,4993200,51000,2900584620.0,0.593,0.406,2026-08-05
ADANIPORTS,76,14006,13304275,169575,11898555701.25,73,5817,7785250,135850,4637814072.5,0.585,0.415,2026-08-05
ADANIPOWER,38,15349,44115850,4213850,12825067285.5,37,3367,25460600,475700,2397940758.5,0.577,0.219,2026-08-05
ALKEM,83,3405,448875,-38875,2549908300.0,84,1098,286125,38000,769802343.75,0.637,0.322,2026-08-05
AMBER,59,10181,846700,-16100,8130057465.0,61,6763,1095300,7000,4973833505.0,1.294,0.664,2026-08-05
AMBUJACEM,63,25156,15518400,3309600,14120228220.0,64,8021,9152400,870000,4291654980.0,0.59,0.319,2026-08-05
ANGELONE,62,5591,20975000,1422500,4498112125.0,60,2074,11960000,715000,1643916625.0,0.57,0.371,2026-08-05
APLAPOLLO,81,10954,1968050,-17500,7754343030.0,81,2910,1736700,-6300,1916379815.0,0.882,0.266,2026-08-05
APOLLOHOSP,64,10793,903125,21125,12498546887.5,64,7367,609000,25000,8105998843.75,0.674,0.683,2026-08-05
ASHOKLEY,67,22800,61495000,4875000,21223211500.0,69,11062,56545000,4495000,9467139100.0,0.92,0.485,2026-08-05
ASIANPAINT,95,11645,4910750,-41500,8385302625.0,98,6567,3544750,-56750,4430418875.0,0.722,0.564,2026-08-05
ASTRAL,62,4298,1841525,129200,2762558267.5,62,2953,1473475,297500,1813289955.0,0.8,0.687,2026-08-05
AUBANK,44,4549,4949000,518000,4954645650.0,43,1760,3347000,93000,1817345350.0,0.676,0.387,2026-08-05
AUROPHARMA,57,21119,3991350,857450,19676193652.5,57,12719,3066800,848100,11012475512.5,0.768,0.602,2026-08-05
AXISBANK,59,27307,19358750,-60000,22116752625.0,57,16488,13378125,-39375,12779886750.0,0.691,0.604,2026-08-05
BAJAJ-AUTO,85,23433,1117275,-1575,21253973156.25,97,19764,1923600,118125,16691708231.25,1.722,0.843,2026-08-05
BAJAJFINSV,87,24399,6652200,748200,15845994975.0,87,16829,5222100,600,10307559195.0,0.785,0.69,2026-08-05
BAJAJHLDNG,86,1374,83025,-11400,1239837048.75,87,719,84150,20475,635040438.75,1.014,0.523,2026-08-05
BAJFINANCE,95,37376,21675750,-843000,33560062012.5,98,26787,21985500,622500,22767092850.0,1.014,0.717,2026-08-05
BANDHANBNK,47,6071,60422400,-637200,4107598092.0,42,2579,31021200,-1231200,1595192292.0,0.513,0.425,2026-08-05
BANKBARODA,47,11578,43155450,2533050,8832030158.25,47,5407,40558050,974025,3878699350.5,0.94,0.467,2026-08-05
BANKINDIA,45,5065,36722400,967200,3943709328.0,44,2881,30830800,145600,2102280804.0,0.84,0.569,2026-08-05
BANKNIFTY,479,1239180,14132760,574890,2202842399724.0,481,1020304,12568500,286200,1746105333433.5,0.889,0.823,2026-08-05
BDL,54,6146,2599300,172125,3484058412.5,53,2178,2075275,102000,1156631486.25,0.798,0.354,2026-08-05
BEL,69,30708,66510450,4497300,18017113968.75,68,11436,39398400,2312775,6412588492.5,0.592,0.372,2026-08-05
BHARATFORG,79,5575,2425500,191500,6472333875.0,79,4728,1962000,136000,5138880975.0,0.809,0.848,2026-08-05
BHARTIARTL,66,138496,18916875,7636100,134520551403.75,67,63743,9816825,2999150,58879924053.75,0.519,0.46,2026-08-05
BHEL,72,7917,30536625,627375,9059730093.75,68,3347,19430250,338625,3616728412.5,0.636,0.423,2026-08-05
BIOCON,63,12790,19745000,3045000,14416933750.0,63,7410,14552500,2380000,7837224250.0,0.737,0.579,2026-08-05
BLUESTARCO,64,6337,784225,217100,3693398621.25,66,4120,566475,58825,2228787730.0,0.722,0.65,2026-08-05
BOSCHLTD,70,51054,121950,50125,59156122155.0,70,26724,170675,92625,26614279613.75,1.4,0.523,2026-08-05
BPCL,51,4559,10027075,-268600,3078218805.0,52,2178,7163325,94800,1373567667.5,0.714,0.478,2026-08-05
BRITANNIA,77,7210,805250,75125,5147207868.75,78,2280,527500,8625,1516744906.25,0.655,0.316,2026-08-05
BSE,37,172228,11904800,5217000,132506008120.0,39,92115,5809400,1643400,64175678820.0,0.488,0.535,2026-08-05
CAMS,57,11193,5494500,-185625,7858727208.75,61,3333,2974950,157575,2211178076.25,0.541,0.298,2026-08-05
CANBK,47,12268,78819750,-1458000,11216093760.0,45,5714,61688250,823500,4907420235.0,0.783,0.466,2026-08-05
CDSL,52,12348,7271775,591375,8332638717.5,52,6490,5073475,380475,4118318756.25,0.698,0.526,2026-08-05
CGPOWER,47,12369,10245050,231200,9856128080.0,47,4985,5777450,-117300,3678354175.0,0.564,0.403,2026-08-05
CHOLAFIN,74,7166,3480000,38750,8860202937.5,77,3938,3003125,80000,4447642937.5,0.863,0.55,2026-08-05
CIPLA,91,7264,4145450,-61200,4666058871.25,94,4737,2937600,19975,2924038547.5,0.709,0.652,2026-08-05
COALINDIA,71,14111,32466150,639900,8215689937.5,69,8173,23139000,1183950,4595797912.5,0.713,0.579,2026-08-05
