Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,46,6204,903500,486000,3245684425.0,46,1519,514500,96000,739125875.0,0.569,0.245,2026-04-08
ABB,98,17888,631000,97000,15163043543.75,98,7697,613000,62375,5940913931.25,0.971,0.43,2026-04-08
ABCAPITAL,66,6969,7889500,418500,7579932450.0,69,6615,7722100,49600,6416820975.0,0.979,0.949,2026-04-08
ADANIENSOL,62,17959,2862000,1071900,13879090665.0,66,4940,1366875,291600,3477921502.5,0.478,0.275,2026-04-08
ADANIENT,106,83852,6171657,1002396,56698902067.05,111,32984,5256708,239784,20161915414.800003,0.852,0.393,2026-04-08
ADANIGREEN,109,58156,6267600,1573200,37944297090.0,112,22490,4673400,918000,13254254130.0,0.746,0.387,2026-04-08
ADANIPORTS,67,93242,9096250,3619975,69571938786.25,68,45283,5187475,-1738025,29190839691.25,0.57,0.486,2026-04-08
ADANIPOWER,62,17079,15367950,8520000,11187470035.5,63,2290,4675350,749050,1352895379.5,0.304,0.134,2026-04-08
ALKEM,78,3162,132375,25750,2151377212.5,77,1393,141000,35625,916011062.5,1.065,0.441,2026-04-08
AMBER,69,18118,451100,45300,13401892925.0,69,7698,282800,44300,4966981515.0,0.627,0.425,2026-04-08
AMBUJACEM,88,26436,9961350,1126650,13222550092.5,91,11098,9117150,89250,5054938140.0,0.915,0.42,2026-04-08
ANGELONE,52,14144,10725000,1882500,9794689100.0,55,6762,9245000,2915000,4207631150.0,0.862,0.478,2026-04-08
APLAPOLLO,94,5688,869400,222600,4222380977.5,92,2623,658700,32550,1806853107.5,0.758,0.461,2026-04-08
APOLLOHOSP,99,14500,679500,178500,13997521756.25,98,6522,641875,-1875,5927061562.5,0.945,0.45,2026-04-08
ASHOKLEY,83,70794,80310000,7425000,64266565450.0,81,31073,60775000,15800000,25317101850.0,0.757,0.439,2026-04-08
ASIANPAINT,106,41171,3236250,727000,24621772437.5,108,21864,3475750,144500,11945887437.5,1.074,0.531,2026-04-08
ASTRAL,73,10427,2013650,611575,7293872801.25,72,7090,1341300,92225,4556295183.75,0.666,0.68,2026-04-08
AUBANK,85,11357,5258000,1123000,11404311400.0,87,10338,4382000,1179000,9491350900.0,0.833,0.91,2026-04-08
AUROPHARMA,71,9161,3719100,44550,7073095315.0,75,5246,2332000,47850,3805778570.0,0.627,0.573,2026-04-08
AXISBANK,124,36218,11466875,2150625,31282066937.5,121,38489,11492500,1667500,30392166656.25,1.002,1.063,2026-04-08
BAJAJ-AUTO,77,20490,719250,58125,15180972648.75,72,12097,632550,40350,8156295157.5,0.879,0.59,2026-04-08
BAJAJFINSV,89,19097,2976750,99750,9000714687.5,90,11223,3002750,21500,4819220837.5,1.009,0.588,2026-04-08
BAJAJHLDNG,91,1567,47500,9400,820192057.5,87,410,32050,2150,187737570.0,0.675,0.262,2026-04-08
BAJFINANCE,91,48491,16935000,1314000,34856095762.5,96,31370,13967250,-416250,20307559762.5,0.825,0.647,2026-04-08
BANDHANBNK,70,11738,20750400,1832400,7321266396.0,70,7622,15854400,896400,4285794636.0,0.764,0.649,2026-04-08
BANKBARODA,108,19054,32856525,-687375,16157144659.5,105,13863,31862025,3088800,10604461783.5,0.97,0.728,2026-04-08
BANKINDIA,93,5503,16369600,0,4456269948.0,86,2898,17024800,1378000,2101716448.0,1.04,0.527,2026-04-08
BANKNIFTY,660,1706825,15755250,2419860,2985599807083.5,660,1162476,12674250,1335600,1834091940903.0,0.804,0.681,2026-04-08
BDL,60,13590,2546600,169400,6471981145.0,61,12820,1968050,63000,5152128170.0,0.773,0.943,2026-04-08
BEL,74,42555,37791000,1369425,27727815727.5,76,20898,23116350,-495900,12597995576.25,0.612,0.491,2026-04-08
BHARATFORG,79,12611,2714000,-131500,11870972025.0,75,5600,1591500,140500,4695220475.0,0.586,0.444,2026-04-08
