Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,47,1909,1146500,3500,1096475150.0,48,263,396000,9000,139784175.0,0.345,0.138,2026-06-10
ABB,105,12938,1242000,55125,11759274268.75,116,6192,680625,51125,5119137756.25,0.548,0.479,2026-06-10
ABCAPITAL,58,2693,12815400,756400,3097936795.0,56,1173,8363800,-21700,1256328010.0,0.653,0.436,2026-06-10
ADANIENSOL,69,6986,6646725,86400,7819167600.0,69,4918,3213675,185625,4615080266.25,0.483,0.704,2026-06-10
ADANIENT,101,20808,7960767,50985,20061659592.3,112,12668,5722680,63036,11390522743.35,0.719,0.609,2026-06-10
ADANIGREEN,106,13903,7948800,345600,13350268350.0,117,9437,5404800,4800,7865981190.0,0.68,0.679,2026-06-10
ADANIPORTS,60,34415,6901275,188575,31224145781.25,61,19759,4030850,248900,16413702258.75,0.584,0.574,2026-06-10
ADANIPOWER,76,11343,49614800,4139300,9877166207.0,72,3676,29575050,1948950,2932803958.0,0.596,0.324,2026-06-10
ALKEM,103,5375,731000,18125,3816270087.5,103,1260,417625,1250,838271400.0,0.571,0.234,2026-06-10
AMBER,61,175,1754000,-8600,143763370.0,58,15,1212000,-600,11219315.0,0.691,0.086,2026-06-10
AMBUJACEM,77,6574,19791150,1087350,3074770462.5,77,1362,10690350,244950,598836727.5,0.54,0.207,2026-06-10
ANGELONE,58,4749,20422500,722500,4300565250.0,59,2275,13225000,300000,1873767875.0,0.648,0.479,2026-06-10
APLAPOLLO,84,2061,1300600,177100,1387134192.5,84,3394,1033900,89600,1970826445.0,0.795,1.647,2026-06-10
APOLLOHOSP,111,26944,1331750,10000,29780859550.0,114,14416,1198750,39875,15230087981.25,0.9,0.535,2026-06-10
ASHOKLEY,76,21185,185630000,2820000,17077895100.0,76,5888,90765000,1320000,4232444600.0,0.489,0.278,2026-06-10
ASIANPAINT,85,17712,6364000,-32000,12456065912.5,92,10762,3312750,10250,7054050237.5,0.521,0.608,2026-06-10
ASTRAL,66,3758,2237625,53125,2635435667.5,67,2235,1457325,51000,1308263772.5,0.651,0.595,2026-06-10
AUBANK,74,4826,5368000,445000,4912996900.0,73,1845,3544000,-74000,1789665650.0,0.66,0.382,2026-06-10
AUROPHARMA,54,5250,3731750,-111650,4410368160.0,52,2878,2208250,-57750,2216861075.0,0.592,0.548,2026-06-10
AXISBANK,95,74007,20023125,1738125,62920717250.0,94,45693,13145000,2860000,37040370781.25,0.656,0.617,2026-06-10
BAJAJ-AUTO,82,15549,1674300,30825,12460205636.25,83,6966,939000,-3900,5133892428.75,0.561,0.448,2026-06-10
BAJAJFINSV,79,16890,6694400,-98850,7542204142.5,79,6700,3355350,172900,2807704562.5,0.501,0.397,2026-06-10
BAJAJHLDNG,83,5645,100400,9500,3303419780.0,83,508,63550,1400,257563147.5,0.633,0.09,2026-06-10
BAJFINANCE,75,16914,21447000,242250,11770340437.5,75,6768,14675250,-219000,4471119525.0,0.684,0.4,2026-06-10
BANDHANBNK,60,8474,34840800,3132000,6651713736.0,56,3792,18252000,1767600,2757604896.0,0.524,0.447,2026-06-10
BANKBARODA,172,14789,54568800,-871650,12385903871.25,171,8038,35070750,-1953900,6381843390.0,0.643,0.544,2026-06-10
BANKINDIA,104,5076,29307200,384800,4119813724.0,105,2475,21377200,483600,1837547608.0,0.729,0.488,2026-06-10
BANKNIFTY,513,1111363,18010470,774810,1920136624533.0,513,970424,16748520,533220,1580444375646.0,0.93,0.873,2026-06-10
BDL,69,10839,4542350,190375,5005868322.5,66,4143,2801300,52050,1737523097.5,0.617,0.382,2026-06-10
BEL,72,21528,48670875,1604550,13329912555.0,70,8234,29989125,135375,4822380262.5,0.616,0.382,2026-06-10
BHARATFORG,69,19906,2473500,263000,20230868500.0,68,6154,1644500,187500,5892251275.0,0.665,0.309,2026-06-10
BHARTIARTL,74,39269,20185125,2218250,35010516368.75,74,14661,9139000,423225,12405175168.75,0.453,0.373,2026-06-10
BHEL,146,15968,39561375,4819500,17506334212.5,144,9736,24596250,971250,9811853887.5,0.622,0.61,2026-06-10
BIOCON,73,6289,16197500,935000,6878295125.0,71,1579,9752500,182500,1634545375.0,0.602,0.251,2026-06-10
BLUESTARCO,82,3910,1416675,-8775,2273800230.0,78,694,928850,-19825,353426612.5,0.656,0.177,2026-06-10
BOSCHLTD,114,7486,165625,-3700,7563867298.75,122,3846,161075,-3225,3470721237.5,0.973,0.514,2026-06-10
BPCL,57,11295,19230575,1125750,6828732448.75,56,7234,11664350,260700,4082734220.0,0.607,0.64,2026-06-10
BRITANNIA,101,21557,1316125,-111250,14677116381.25,97,4957,903750,-3375,3154440918.75,0.687,0.23,2026-06-10
BSE,73,26113,10546125,327850,41406433956.25,74,20540,6278675,6900,30060239208.75,0.595,0.787,2026-06-10
CAMS,60,1483,2301825,13500,889924875.0,61,870,1516200,64650,481813226.25,0.659,0.587,2026-06-10
CANBK,111,12525,107898750,4441500,12098723557.5,111,6369,70470000,-1694250,5799966862.5,0.653,0.509,2026-06-10
CDSL,48,9942,7327825,285000,6133800233.75,49,3685,4521050,9975,2085257220.0,0.617,0.371,2026-06-10
CGPOWER,70,9743,7297250,109650,8002749150.0,69,3862,4317150,260100,2928048295.0,0.592,0.396,2026-06-10
CHOLAFIN,77,4443,3289375,21875,4391111500.0,73,4130,2391250,-47500,3585411312.5,0.727,0.93,2026-06-10
CIPLA,100,5248,4876150,33575,2829751375.0,102,2384,3225100,-12600,1236872483.75,0.661,0.454,2026-06-10
COALINDIA,74,46042,48676950,3473550,30031905600.0,81,32055,41451750,-2450250,19558885455.0,0.852,0.696,2026-06-10
COCHINSHIP,71,2078,1492000,57200,1307911040.0,65,675,843600,44800,382248380.0,0.565,0.325,2026-06-10
COFORGE,74,15439,7523075,134225,8742823540.0,79,6024,4297600,6750,3098551068.75,0.571,0.39,2026-06-10
COLPAL,80,49462,1984075,121300,24156878722.5,80,15010,1254800,55775,6955724500.0,0.632,0.303,2026-06-10
CONCOR,85,3379,13922500,247500,2015528937.5,82,862,7332500,98750,491993875.0,0.527,0.255,2026-06-10
CROMPTON,107,3408,12303250,304200,1750178070.0,101,1018,4492200,237000,487280350.0,0.365,0.299,2026-06-10
CUMMINSIND,89,9454,1681000,-20400,11439532520.0,91,2204,1137400,20400,2432781260.0,0.677,0.233,2026-06-10
DABUR,83,12349,10475000,73750,7025859250.0,81,4241,7327500,2500,2240694750.0,0.7,0.343,2026-06-10
DALBHARAT,85,3614,947700,6175,2271922412.5,82,407,758225,975,219621512.5,0.8,0.113,2026-06-10
DELHIVERY,68,1700,9370700,255225,1647037993.75,66,605,4125100,35275,546024007.5,0.44,0.356,2026-06-10
