Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,51,3615,2848000,-3000,2114015825.0,52,1851,2183000,-113000,991679300.0,0.767,0.512,2026-07-21
ABB,82,27690,2204625,16375,27451648375.0,86,14070,1590750,-72250,12876035625.0,0.722,0.508,2026-07-21
ABCAPITAL,75,9974,15456600,719200,12994957425.0,75,4395,10698100,353400,5430843810.0,0.692,0.441,2026-07-21
ADANIENSOL,82,40227,8388225,1218375,49495935363.75,83,18927,3694275,13500,21897722925.0,0.44,0.471,2026-07-21
ADANIENT,76,16721,7818009,-545385,17019134321.4,79,9658,5157210,-99189,9245801947.350002,0.66,0.578,2026-07-21
ADANIGREEN,85,14434,8121000,-258600,14119938300.0,87,6385,5712000,31200,5730268320.0,0.703,0.442,2026-07-21
ADANIPORTS,73,13774,7399075,158175,12454538166.25,73,8882,4819825,136800,7676584368.75,0.651,0.645,2026-07-21
ADANIPOWER,52,20320,68671200,-3124000,16928984719.5,52,4900,43668550,-1065000,3754261923.5,0.636,0.241,2026-07-21
ALKEM,84,2816,449625,-16375,2083731606.25,82,783,181500,-8875,532882625.0,0.404,0.278,2026-07-21
AMBER,68,19428,1348800,212000,15735147135.0,68,13527,1087300,51000,10176614870.0,0.806,0.696,2026-07-21
AMBUJACEM,71,17374,17200800,-1942800,9594961320.0,71,6013,9170400,-120000,3170350500.0,0.533,0.346,2026-07-21
ANGELONE,65,10916,34175000,-2145000,9549256375.0,65,3523,15165000,212500,2880016750.0,0.444,0.323,2026-07-21
APLAPOLLO,71,1725,1452500,-23450,1136245687.5,71,1244,1159900,-56700,767004700.0,0.799,0.721,2026-07-21
APOLLOHOSP,76,8866,1168625,-31125,10086396350.0,82,7765,1069375,5000,8469429075.0,0.915,0.876,2026-07-21
ASHOKLEY,64,14387,97580000,-110000,11802181850.0,67,7571,68330000,240000,5788182900.0,0.7,0.526,2026-07-21
ASIANPAINT,98,20136,4425500,84500,13992665187.5,98,12173,3805250,-100500,8049557750.0,0.86,0.605,2026-07-21
