Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,50,8056,2350500,-80500,4989405100.0,52,3761,1683000,-50000,2188657625.0,0.716,0.467,2026-08-21
ABB,69,23756,1832500,-121375,23160956543.75,69,18419,921500,-123500,16477280087.5,0.503,0.775,2026-08-21
ABCAPITAL,76,14491,21424100,-1819700,18923894355.0,77,6415,16008400,-1416700,8034438950.0,0.747,0.443,2026-08-21
ADANIENSOL,76,12421,7015950,-433350,13445198471.25,75,4437,3065175,-138375,4630879687.5,0.437,0.357,2026-08-21
ADANIENT,49,18755,4560222,-351642,17964430829.4,48,9734,3452766,-50985,8888786421.900002,0.757,0.519,2026-08-21
ADANIGREEN,79,29637,9542400,-1293000,24460634130.0,74,8655,5032800,-192600,6840485940.0,0.527,0.292,2026-08-21
ADANIPORTS,78,25870,12068325,-809875,21490639890.0,75,10433,6521750,-469775,8296350593.75,0.54,0.403,2026-08-21
ADANIPOWER,43,33016,56256850,-3436400,25548751399.0,42,6520,29812900,-2531150,4716397443.0,0.53,0.197,2026-08-21
ALKEM,108,14329,1061250,-111625,10178891931.25,108,4558,452000,-37625,2994486662.5,0.426,0.318,2026-08-21
AMBER,74,31886,1527200,-365500,24250505020.0,73,14962,1057100,-111300,10680791725.0,0.692,0.469,2026-08-21
AMBUJACEM,76,23740,17973600,-1004400,12191386800.0,76,9260,10286400,-116400,4707531360.0,0.572,0.39,2026-08-21
ANGELONE,63,9793,27367500,-1252500,7457660125.0,61,4160,17115000,12500,3032071500.0,0.625,0.425,2026-08-21
APLAPOLLO,103,7150,2374400,30800,5500098152.5,103,4184,1338750,-128450,3021993345.0,0.564,0.585,2026-08-21
APOLLOHOSP,69,31431,2168500,-171250,35084303556.25,69,18631,1242625,-57125,19752464000.0,0.573,0.593,2026-08-21
ASHOKLEY,70,15901,98405000,-12725000,14435074600.0,72,10300,73735000,-3510000,8723697550.0,0.749,0.648,2026-08-21
ASIANPAINT,107,22471,5885000,-208000,15298275637.5,107,9643,3406250,8000,6287222700.0,0.579,0.429,2026-08-21
ASTRAL,78,10780,3485425,-241400,7223228918.75,78,4933,1970725,-67150,3182344941.25,0.565,0.458,2026-08-21
AUBANK,51,34382,7390000,-1422000,38705047950.0,51,14094,5836000,159000,15236620050.0,0.79,0.41,2026-08-21
AUROPHARMA,64,7329,4418150,-280500,6723531155.0,65,3826,2357850,-322850,3393464030.0,0.534,0.522,2026-08-21
AXISBANK,62,69962,25008125,1140000,56123221781.25,60,32089,15440625,1577500,24851370375.0,0.617,0.459,2026-08-21
BAJAJ-AUTO,85,27576,1183725,-34725,24664513158.75,97,26154,1341525,-117900,22336074296.25,1.133,0.948,2026-08-21
BAJAJFINSV,87,20954,8457600,18600,13046592570.0,87,15649,4395900,-228900,9150330345.0,0.52,0.747,2026-08-21
BAJAJHLDNG,86,2086,120975,-4275,1852584975.0,87,2278,102600,2925,1832575586.25,0.848,1.092,2026-08-21
BAJFINANCE,99,36250,22758750,-1151250,30563685375.0,101,23249,16967250,-952500,18942240750.0,0.746,0.641,2026-08-21
BANDHANBNK,50,720,43812000,-1285200,479901708.0,45,380,24314400,-583200,235038924.0,0.555,0.528,2026-08-21
BANKBARODA,48,17191,48467250,-485550,12809571693.75,48,10831,43796025,1272375,8115939819.0,0.904,0.63,2026-08-21
BANKINDIA,49,5498,30425200,-2792400,4226545128.0,48,4703,25402000,-2490800,3439992296.0,0.835,0.855,2026-08-21
BANKNIFTY,479,3449612,22335450,51240,6046607218260.0,481,2986747,21952680,1119600,5126127677808.0,0.983,0.866,2026-08-21
BDL,61,112444,7822550,-2282250,66911493867.5,61,33545,4920225,-381650,19031153093.75,0.629,0.298,2026-08-21
BEL,74,83796,51174600,-4078350,50531543100.0,73,33901,38087400,-226575,19905646091.25,0.744,0.405,2026-08-21
BHARATFORG,99,21617,8257000,-972000,23045201475.0,99,14938,4595500,-908000,15213870225.0,0.557,0.691,2026-08-21
BHARTIARTL,74,50543,18504100,-611800,47989377751.25,75,21009,10013475,-228950,19357092365.0,0.541,0.416,2026-08-21
BHEL,80,27573,39309375,-2737875,31152732843.75,78,8616,23241750,-509250,9335710518.75,0.591,0.312,2026-08-21
BIOCON,69,8448,25202500,570000,9088774500.0,69,4800,18205000,617500,4982894000.0,0.722,0.568,2026-08-21
BLUESTARCO,86,7813,2424825,-274300,4016461800.0,86,3949,1605825,-45500,1888789678.75,0.662,0.505,2026-08-21
BOSCHLTD,93,71181,555725,-11100,89034045700.0,93,31821,469100,-76100,36775027452.5,0.844,0.447,2026-08-21
BPCL,55,6540,11905300,-1062550,4148063665.0,55,5921,9314100,387100,3627501262.5,0.782,0.905,2026-08-21
BRITANNIA,82,57332,1942375,672375,39585572887.5,83,65159,1188500,439750,43467437575.0,0.612,1.137,2026-08-21
BSE,45,214570,17515400,-512400,150081775440.0,45,135334,8636600,222600,86273010410.0,0.493,0.631,2026-08-21
CAMS,73,11272,7937325,-275550,7386137385.0,73,4079,3789225,124575,2541920741.25,0.477,0.362,2026-08-21
CANBK,48,8532,80736750,-4981500,7723415340.0,46,4348,69221250,-1269000,3792598267.5,0.857,0.51,2026-08-21
CDSL,52,127055,7335900,-32775,86102415520.0,52,44490,5192700,597550,28926553443.75,0.708,0.35,2026-08-21
CGPOWER,47,17075,9360200,-734400,13130057397.5,47,7078,5436600,-510850,5220408832.5,0.581,0.415,2026-08-21
CHOLAFIN,78,13115,3839375,-464375,15908762187.5,81,4473,2845000,-113750,5163882312.5,0.741,0.341,2026-08-21
CIPLA,99,18928,5729425,-311525,11792270702.5,100,17499,3683050,119000,10446694246.25,0.643,0.925,2026-08-21
COALINDIA,76,28841,36784800,-1274400,16250119492.5,74,15786,26792100,-90450,8913059842.5,0.728,0.547,2026-08-21
COCHINSHIP,67,13160,2996800,-43600,8118755480.0,68,11063,2314800,172400,6476133560.0,0.772,0.841,2026-08-21
COFORGE,87,53511,8139125,-513950,48747641721.25,89,28579,7876925,-617025,24871269135.0,0.968,0.534,2026-08-21
COLPAL,104,15803,3811775,-214775,8756879340.0,104,9768,2580875,-1925,5043471867.5,0.677,0.618,2026-08-21
CONCOR,86,6918,9753750,-942500,4653745250.0,83,2360,5015000,-367500,1508588062.5,0.514,0.341,2026-08-21
CROMPTON,52,38192,25533400,449350,21649813505.0,53,19058,14714600,-1066400,10316416487.5,0.576,0.499,2026-08-21
CUMMINSIND,50,22469,1889600,400,24213425290.0,50,13325,1202400,-5600,13642053730.0,0.636,0.593,2026-08-21
DABUR,79,9357,20780000,-240000,4925807437.5,77,4600,11087500,-57500,2363956125.0,0.534,0.492,2026-08-21
DALBHARAT,29,5436,841750,-57200,3427381717.5,30,3397,666250,-78325,2054810891.25,0.792,0.625,2026-08-21
DELHIVERY,82,4428,16508700,-1288575,4353015717.5,77,1685,10310675,-132800,1580807313.75,0.625,0.381,2026-08-21
DIVISLAB,78,17270,1492800,-192100,15149952475.0,78,12489,1361800,-178500,10198646265.0,0.912,0.723,2026-08-21
DIXON,58,208253,1896900,-19250,160162947190.0,60,149241,1483000,-31500,106556502392.5,0.782,0.717,2026-08-21
DLF,55,24742,12933300,-692550,16406681212.5,55,19859,9049700,-995600,12500033072.5,0.7,0.803,2026-08-21
DMART,71,41978,2060400,-67200,25682913120.0,70,20622,1148550,-9900,12015995662.5,0.557,0.491,2026-08-21
DRREDDY,108,14026,10348125,-895000,10639085437.5,106,6162,7116875,-161875,4536124218.75,0.688,0.439,2026-08-21
EICHERMOT,69,82111,2147300,292200,69072217865.0,71,26422,1537900,-70500,20357051050.0,0.716,0.322,2026-08-21
ETERNAL,58,57507,76792475,2427425,46679780207.5,61,34384,55239075,-1772675,26845791537.5,0.719,0.598,2026-08-21
FEDERALBNK,57,13058,20452500,-1795000,11967593125.0,57,9032,17295000,1050000,8079383250.0,0.846,0.692,2026-08-21
FINNIFTY,240,95552,1468800,251220,152754291525.0,240,80072,1308720,317640,124106774367.0,0.891,0.838,2026-08-21
FORCEMOT,41,19654,295825,-13525,9571856056.25,41,11347,133925,-375,4725434635.0,0.453,0.577,2026-08-21
FORTIS,92,7035,4243125,-647125,5142772938.75,92,3262,4191975,-187550,2265991926.25,0.988,0.464,2026-08-21
GAIL,61,10113,62973450,-5928500,6541217823.5,61,2776,25812050,-92300,1713045293.5,0.41,0.274,2026-08-21
GLENMARK,88,13168,2525250,-456375,11714186062.5,89,8167,1729875,-208125,7033968806.25,0.685,0.62,2026-08-21
GMRAIRPORT,96,6316,69429150,-2783025,4621391293.5,92,3682,46746450,1771650,2576022554.25,0.673,0.583,2026-08-21
GODFRYPHLP,47,6672,1764675,-254375,4172117028.75,48,2096,783475,54725,1170449362.5,0.444,0.314,2026-08-21
GODREJCP,119,17311,10296500,-167500,8387683250.0,119,8171,7220500,-258500,3881295675.0,0.701,0.472,2026-08-21
GODREJPROP,88,12801,3272425,-235950,8780739321.25,90,5819,2138175,-36400,3793318213.75,0.653,0.455,2026-08-21
GRASIM,135,28829,4879000,-478750,24159574375.0,135,14426,2646750,-265750,11739155750.0,0.542,0.5,2026-08-21
GVT&D,52,72033,1608000,-85250,39363888256.25,53,30660,706375,-41125,15393134037.5,0.439,0.426,2026-08-21
HAL,85,112329,5212950,18300,87260064232.5,87,50571,3539400,-163500,37662482107.5,0.679,0.45,2026-08-21
HAVELLS,50,8024,3050500,-486000,5258710250.0,50,4135,1673000,-54000,2609812800.0,0.548,0.515,2026-08-21
HCLTECH,114,23155,7166400,-574400,12702125320.0,117,19358,5034800,-472000,10036186760.0,0.703,0.836,2026-08-21
HDFCAMC,49,15049,1730100,-224100,12147036585.0,46,16827,1493400,-327300,12619556865.0,0.863,1.118,2026-08-21
HDFCBANK,73,389443,166619050,-4481100,191263619235.0,71,156468,97853600,-170950,75195819270.0,0.587,0.402,2026-08-21
HDFCLIFE,92,48404,21904300,-4859800,29944907795.0,91,18717,14931400,-355300,11293910925.0,0.682,0.387,2026-08-21
HEROMOTOCO,58,31774,2365200,-109050,28396837965.0,58,13763,1810200,-137700,11358930367.5,0.765,0.433,2026-08-21
HINDALCO,53,43339,17668000,-2300200,32460848140.0,54,22711,12026700,-684600,16220891575.0,0.681,0.524,2026-08-21
HINDPETRO,72,5763,13405500,-26325,4433173233.75,72,3435,9497250,459675,2607229721.25,0.708,0.596,2026-08-21
HINDUNILVR,89,29700,11358900,-55500,18667022310.0,88,13394,6891000,167400,8199807975.0,0.607,0.451,2026-08-21
HINDZINC,57,174789,33371450,2190300,131158901291.25,58,49220,20845825,2843225,35050171870.0,0.625,0.282,2026-08-21
HYUNDAI,101,13343,2234925,127875,8411028078.75,103,5712,1777325,-23375,3439292202.5,0.795,0.428,2026-08-21
ICICIBANK,101,57918,31332700,-1338400,58466353575.0,100,32611,20080200,-657300,32276925765.0,0.641,0.563,2026-08-21
ICICIGI,80,7063,2136875,-107900,3873278158.75,80,2016,1398150,-72150,1067154513.75,0.654,0.285,2026-08-21
ICICIPRULI,82,22732,4992225,-198875,11061357338.75,80,7354,4172675,416250,3455647236.25,0.836,0.324,2026-08-21
IDEA,28,12075,1558155000,-45100725,12798338516.25,27,5364,872137950,-81981825,5322653191.5,0.56,0.444,2026-08-21
IDFCFIRSTB,68,10934,135656150,-6436850,9077154604.0,69,7437,104037675,992425,5825543097.5,0.767,0.68,2026-08-21
IEX,50,3286,29379900,-2135850,1863654622.5,52,1221,17791500,-387150,680021362.5,0.606,0.372,2026-08-21
INDHOTEL,57,7453,6113000,48000,5587701250.0,57,2726,3572000,-34000,1984800750.0,0.584,0.366,2026-08-21
INDIANB,75,7694,5892000,-1094000,6902974450.0,76,3541,5105000,-94000,3061691500.0,0.866,0.46,2026-08-21
INDIGO,46,146862,3566250,164700,120436103527.5,47,50944,2199900,-136800,38564911597.5,0.617,0.347,2026-08-21
