Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,59,2963,1712500,22000,1767304550.0,57,1191,1292000,15500,652495750.0,0.754,0.402,2026-02-12
ABB,121,6262,1364125,57875,4775198750.0,126,4684,980750,18375,3352679343.75,0.719,0.748,2026-02-12
ABCAPITAL,66,8855,22391300,204600,9956281315.0,66,3496,12948700,-257300,3695342135.0,0.578,0.395,2026-02-12
ADANIENSOL,123,1501,4012875,3375,1090581873.75,124,2709,3184650,-207900,1742627621.25,0.794,1.805,2026-02-12
ADANIENT,116,15765,8444661,88992,11367101269.5,121,13071,7694100,59946,8819602527.0,0.911,0.829,2026-02-12
ADANIGREEN,123,8602,9188400,-386400,5366431800.0,124,6286,7950000,-266400,3510369420.0,0.865,0.731,2026-02-12
ADANIPORTS,86,8267,9852925,104025,6341608435.0,87,6946,8308225,-194275,4983734271.25,0.843,0.84,2026-02-12
ALKEM,93,5434,338125,95875,4126047887.5,93,1643,216625,33250,1150365831.25,0.641,0.302,2026-02-12
AMBER,99,32705,1030300,99300,26569610325.0,99,21347,1127400,92100,15568928915.0,1.094,0.653,2026-02-12
AMBUJACEM,105,5271,14205450,410550,3097580587.5,104,3613,10116750,-295050,2007565350.0,0.712,0.685,2026-02-12
ANGELONE,66,10443,2336250,-77250,7618816237.5,66,8969,2017000,-163000,5876259425.0,0.863,0.859,2026-02-12
APLAPOLLO,97,7106,1898750,178150,5849728972.5,100,4723,2677500,-8050,3637243662.5,1.41,0.665,2026-02-12
APOLLOHOSP,137,36590,2275000,-71375,35474477256.25,137,23725,1706875,-49625,21931164706.25,0.75,0.648,2026-02-12
ASHOKLEY,84,75890,88340000,-4765000,83260013600.0,79,31535,62170000,3490000,32115137900.0,0.704,0.416,2026-02-12
ASIANPAINT,129,29261,9727250,-135250,18368405750.0,121,10537,4719250,-74500,6230451275.0,0.485,0.36,2026-02-12
ASTRAL,72,19293,3220650,-358700,13515782318.75,71,6728,1923975,-109225,4408804437.5,0.597,0.349,2026-02-12
AUBANK,85,5493,6443000,-175000,5649883100.0,84,2008,4932000,-2000,1970134000.0,0.765,0.366,2026-02-12
AUROPHARMA,115,19672,9516100,-1107150,13074567412.5,116,11958,6178700,-575300,7443865605.0,0.649,0.608,2026-02-12
AXISBANK,115,32365,28095625,18750,28054726875.0,117,22963,14176875,5625,18647288812.5,0.505,0.71,2026-02-12
BAJAJ-AUTO,73,32175,1426875,-8775,24563079941.25,75,18987,978300,-23550,13778884938.75,0.686,0.59,2026-02-12
BAJAJFINSV,90,31557,5803750,-71750,16483198987.5,92,10531,3935500,53250,5277666437.5,0.678,0.334,2026-02-12
BAJAJHLDNG,87,3514,160000,-1800,2091005362.5,87,295,62600,-900,157462907.5,0.391,0.084,2026-02-12
BAJFINANCE,92,128736,20404500,1598250,99009093450.0,91,50918,19593000,1706250,37120385812.5,0.96,0.396,2026-02-12
BANDHANBNK,65,8915,23655600,-2134800,5622089292.0,68,6340,20847600,-2242800,3720890988.0,0.881,0.711,2026-02-12
BANKBARODA,109,10611,58851000,1620450,9442605071.25,108,6583,37244025,1123200,5394929962.5,0.633,0.62,2026-02-12
BANKINDIA,144,2814,24772800,431600,2541756620.0,146,1215,17061200,-816400,1019656768.0,0.689,0.432,2026-02-12
BANKNIFTY,441,1090727,15283515,568315,2023250076315.0,441,1181935,17470555,262720,2130154506462.0,1.143,1.084,2026-02-12
BDL,85,22157,10808700,-345800,10926444917.5,85,4611,4040050,23100,2032814752.5,0.374,0.208,2026-02-12
BEL,79,114007,98527350,-4195200,75409026303.75,80,38514,43818750,282150,23739841008.75,0.445,0.338,2026-02-12
BHARATFORG,92,99891,4584000,1155000,89643386750.0,92,57816,4237000,1579000,48107201975.0,0.924,0.579,2026-02-12
BHARTIARTL,84,35927,15170075,-484025,35536652280.0,82,16430,7630875,-140125,15540494012.5,0.503,0.457,2026-02-12
BHEL,111,86858,81136125,2816625,63342436368.75,110,31750,43039500,1926750,21668137443.75,0.53,0.366,2026-02-12
BIOCON,65,52570,29190000,6912500,52816668250.0,64,18671,18457500,2705000,17461665000.0,0.632,0.355,2026-02-12
BLUESTARCO,93,4259,1474200,-65650,2827910036.25,95,1087,1121250,-22750,666541118.75,0.761,0.255,2026-02-12
