Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,51,724,105500,15000,390024775.0,51,94,48000,5500,44642100.0,0.455,0.13,2026-04-01
ABB,98,5348,356875,34875,4335065918.75,98,3814,373750,42750,2807589518.75,1.047,0.713,2026-04-01
ABCAPITAL,69,3526,6727000,164300,3547891720.0,69,1928,6268200,455700,1781957965.0,0.932,0.547,2026-04-01
ADANIENSOL,70,1904,856575,280800,1349875023.75,70,1504,618975,120825,978571935.0,0.723,0.79,2026-04-01
ADANIENT,110,21830,4217232,423021,13596886598.250002,110,12903,4284903,371418,7606557457.2,1.016,0.591,2026-04-01
ADANIGREEN,92,8015,2759400,263400,4447424220.0,92,5136,2890200,582000,2665349070.0,1.047,0.641,2026-04-01
ADANIPORTS,75,19340,4185225,1042150,13718412157.5,75,18109,6050075,888725,11306180493.75,1.446,0.936,2026-04-01
ADANIPOWER,53,1904,1437750,1437750,1142022788.0,53,374,511200,511200,203355502.0,0.356,0.196,2026-04-01
ALKEM,89,968,58375,29000,680821425.0,89,956,72500,30625,619541687.5,1.242,0.988,2026-04-01
AMBER,72,7077,242400,122300,5117441135.0,72,2644,113800,48000,1710703755.0,0.469,0.374,2026-04-01
AMBUJACEM,105,8758,8032500,528150,4102685685.0,105,5387,8046150,267750,2452290120.0,1.002,0.615,2026-04-01
ANGELONE,48,7840,6222500,2557500,5157801450.0,48,3947,5235000,915000,2263605450.0,0.841,0.503,2026-04-01
APLAPOLLO,90,4314,552300,271600,3156808952.5,90,4677,483000,159250,3156260957.5,0.875,1.084,2026-04-01
APOLLOHOSP,106,9958,430500,205500,9676439056.25,106,10915,440250,131375,9890536087.5,1.023,1.096,2026-04-01
ASHOKLEY,86,33949,59880000,29660000,29183085450.0,86,19550,41615000,19775000,15880214300.0,0.695,0.576,2026-04-01
ASIANPAINT,100,14703,1918000,304500,8769069812.5,100,12057,2762000,478750,6468501212.5,1.44,0.82,2026-04-01
ASTRAL,72,5358,907375,240550,3886230578.75,72,3501,756925,167025,2369719951.25,0.834,0.653,2026-04-01
