Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,48,2955,883500,28500,1611563050.0,48,1756,874500,211500,850076850.0,0.99,0.594,2026-04-10
ABB,112,39729,729000,63500,35370618787.5,113,14635,842000,143875,11942921412.5,1.155,0.368,2026-04-10
ABCAPITAL,68,3026,8370000,145700,3371277435.0,70,2173,8720300,744000,2236611095.0,1.042,0.718,2026-04-10
ADANIENSOL,74,36997,3430350,597375,30203772581.25,79,13902,2328750,813375,10088305616.25,0.679,0.376,2026-04-10
ADANIENT,107,30864,6196995,-10815,21092943291.600002,112,14692,5605260,140595,9263667585.750002,0.905,0.476,2026-04-10
ADANIGREEN,109,28325,6159000,261000,19232250540.0,112,12269,5467200,319200,7622832420.0,0.888,0.433,2026-04-10
ADANIPORTS,68,28734,8880600,37050,21178615168.75,69,13954,6042475,431300,9418160825.0,0.68,0.486,2026-04-10
ADANIPOWER,62,12766,15737150,-28400,8481773351.5,63,5084,6620750,905250,3161100801.5,0.421,0.398,2026-04-10
ALKEM,83,2050,175125,28750,1440207587.5,83,462,139125,250,303779612.5,0.794,0.225,2026-04-10
AMBER,78,36727,587700,80200,28075065020.0,79,11420,400300,74700,7728074765.0,0.681,0.311,2026-04-10
AMBUJACEM,89,12423,10534650,39900,6050476792.5,92,4934,9719850,571200,2279403210.0,0.923,0.397,2026-04-10
ANGELONE,65,11496,14027500,242500,8663123300.0,68,6655,12060000,707500,4455520175.0,0.86,0.579,2026-04-10
APLAPOLLO,99,4669,948500,70000,3511739070.0,97,2118,697550,2450,1480861217.5,0.735,0.454,2026-04-10
APOLLOHOSP,103,16115,785375,87875,15718254350.0,103,5159,675875,35000,4770774112.5,0.861,0.32,2026-04-10
ASHOKLEY,84,38185,80285000,-3600000,35785239400.0,82,18589,63810000,5550000,15552943150.0,0.795,0.487,2026-04-10
ASIANPAINT,106,78926,3939250,546000,48563226637.5,108,30182,4325000,662500,17369255800.0,1.098,0.382,2026-04-10
ASTRAL,73,15897,2217225,335325,11416428880.0,72,5727,1340450,78200,3784463670.0,0.605,0.36,2026-04-10
AUBANK,88,8723,5917000,569000,8974139450.0,90,4851,5339000,563000,4640202700.0,0.902,0.556,2026-04-10
AUROPHARMA,71,4889,3528800,-25300,3794428522.5,75,3453,2616900,227700,2500756307.5,0.742,0.706,2026-04-10
AXISBANK,126,35153,13524375,1205000,30956946781.25,124,23929,12574375,1534375,19694332593.75,0.93,0.681,2026-04-10
BAJAJ-AUTO,84,59243,840900,5250,44943355826.25,81,28449,954525,217575,20084111842.5,1.135,0.48,2026-04-10
BAJAJFINSV,91,12033,3146000,95750,5664920537.5,92,6201,3384250,28250,2747567575.0,1.076,0.515,2026-04-10
BAJAJHLDNG,97,278,53700,2700,148904555.0,93,102,34500,450,48578685.0,0.642,0.367,2026-04-10
BAJFINANCE,93,26810,18135750,325500,19395319762.5,98,14442,15606000,785250,9726294337.5,0.861,0.539,2026-04-10
BANDHANBNK,73,7576,25171200,2516400,4912863948.0,73,3122,18270000,946800,1844839656.0,0.726,0.412,2026-04-10
BANKBARODA,110,11334,36568350,950625,9671011710.75,107,6622,33795450,704925,5240841693.75,0.924,0.584,2026-04-10
BANKINDIA,94,5625,19832800,2340000,4545707140.0,87,2041,21528000,665600,1547785772.0,1.085,0.363,2026-04-10
BANKNIFTY,666,1323103,16816590,-22080,2313708181410.0,666,904162,14126700,1120800,1464123686697.0,0.84,0.683,2026-04-10
BDL,67,14624,2779350,228200,7429356515.0,68,7224,2207800,60900,3148896887.5,0.794,0.494,2026-04-10
BEL,77,27940,40090950,877800,18656089455.0,79,13395,26131650,397575,8253288138.75,0.652,0.479,2026-04-10
BHARATFORG,80,15413,2984000,38500,14476521675.0,77,4386,1709500,129500,3828202925.0,0.573,0.285,2026-04-10
BHARTIARTL,76,26565,8636925,-117325,24445200998.75,76,11247,7689775,8550,9846984198.75,0.89,0.423,2026-04-10
BHEL,108,23779,30200625,-1210125,18584862843.75,109,12039,26903625,1396500,8608651038.75,0.891,0.506,2026-04-10
BIOCON,75,5164,21042500,610000,4798838625.0,76,2093,14332500,72500,1812379000.0,0.681,0.405,2026-04-10
BLUESTARCO,98,7034,1105975,52650,4108527393.75,89,1938,716950,91000,1019639351.25,0.648,0.276,2026-04-10
BOSCHLTD,150,15241,262100,425,15378014028.75,147,7455,196625,12000,6543910072.5,0.75,0.489,2026-04-10
BPCL,78,9718,20184500,517450,6115199511.25,76,6411,16815150,600400,3711959076.25,0.833,0.66,2026-04-10
BRITANNIA,89,11369,602250,82625,8223093425.0,89,3453,578875,-4500,2333825300.0,0.961,0.304,2026-04-10
BSE,63,58050,6419250,607125,75955818862.5,65,34504,6973875,687750,40988520225.0,1.086,0.594,2026-04-10
CAMS,64,3676,2187750,73500,2057668012.5,65,2783,1857750,194250,1457520037.5,0.849,0.757,2026-04-10
CANBK,129,9567,65218500,0,9494516182.5,128,6324,60898500,2052000,5913531562.5,0.934,0.661,2026-04-10
CDSL,61,22375,4377600,29450,14491707763.75,63,8315,3632325,133000,5014084277.5,0.83,0.372,2026-04-10
CGPOWER,66,5814,2932500,152150,3800429135.0,66,3239,2210000,242250,1976302785.0,0.754,0.557,2026-04-10
CHOLAFIN,89,7554,3790625,311250,7767461750.0,88,4059,3345000,386250,3897229031.25,0.882,0.537,2026-04-10
CIPLA,103,11861,4169625,-315000,5708782218.75,105,4872,3454875,-35250,2237625806.25,0.829,0.411,2026-04-10
COALINDIA,107,77362,38381850,10505700,48651948067.5,101,64588,20862900,3030750,37915729020.0,0.544,0.835,2026-04-10
COCHINSHIP,80,13273,928400,226000,8382397260.0,81,5073,602800,176400,2740389260.0,0.649,0.382,2026-04-10
COFORGE,62,30980,7639125,1179750,15300932100.0,63,20095,4499625,294000,9298205118.75,0.589,0.649,2026-04-10
COLPAL,92,8211,1536750,-73800,3709391186.25,95,2774,1043550,-66600,1178266342.5,0.679,0.338,2026-04-10
CONCOR,88,5083,5560000,-57500,3244032375.0,91,1791,4315000,-68750,1058356562.5,0.776,0.352,2026-04-10
CROMPTON,89,4518,7808400,390600,2101437846.0,91,1829,5706000,117000,775925046.0,0.731,0.405,2026-04-10
CUMMINSIND,97,33236,1047600,139800,35012030770.0,96,9593,832200,243600,9180138360.0,0.794,0.289,2026-04-10
DABUR,80,11570,8723750,850000,6649521625.0,80,2869,6308750,396250,1539494875.0,0.723,0.248,2026-04-10
DALBHARAT,86,4022,787150,132275,2719103286.25,88,4447,983450,91325,2675664745.0,1.249,1.106,2026-04-10
DELHIVERY,85,3155,8156825,998075,3261053400.0,86,1118,4052475,56025,1070846806.25,0.497,0.354,2026-04-10
DIVISLAB,99,16388,616500,-13200,10325172870.0,91,6350,679100,9100,3746162555.0,1.102,0.387,2026-04-10
DIXON,110,77608,1814150,177200,44897472042.5,111,28431,1298700,34700,14802326122.5,0.716,0.366,2026-04-10
DLF,112,17773,9999825,462825,8780587200.0,112,8561,9567525,161700,3978839246.25,0.957,0.482,2026-04-10
DMART,81,13015,1791150,44250,9019897005.0,82,7317,1368750,-43350,4762961610.0,0.764,0.562,2026-04-10
DRREDDY,99,12777,5832500,139375,10201991500.0,96,5734,4473125,113750,4311656843.75,0.767,0.449,2026-04-10
EICHERMOT,130,60095,1489700,87900,46137816955.0,120,22889,1423500,190200,16322344415.0,0.956,0.381,2026-04-10
ETERNAL,99,20487,57327000,429225,12768352403.0,97,10319,40286525,904525,5958023337.0,0.703,0.504,2026-04-10
EXIDEIND,108,14994,13442400,2253600,9178428870.0,110,5048,11993400,1153800,2817742230.0,0.892,0.337,2026-04-10
FEDERALBNK,96,12249,24720000,1190000,18497041250.0,97,7861,27050000,5275000,10721438250.0,1.094,0.642,2026-04-10
FINNIFTY,346,8336,178980,55860,13542898218.0,346,5313,140760,31440,8161079160.0,0.786,0.637,2026-04-10
FORCEMOT,43,3698,40250,3800,2239506956.25,44,1472,22300,3250,793889826.25,0.554,0.398,2026-04-10
FORTIS,78,1168,1840625,84475,816253172.5,80,534,1233800,4650,341259702.5,0.67,0.457,2026-04-10
GAIL,148,3640,27055350,245700,1846140313.5,151,2617,30079350,270900,1221112399.5,1.112,0.719,2026-04-10
GLENMARK,99,6990,1632000,202875,5972999512.5,96,3799,852000,15375,2892046462.5,0.522,0.543,2026-04-10
GMRAIRPORT,90,3307,30955050,6975,2312231472.0,94,1472,24572925,781200,972147111.75,0.794,0.445,2026-04-10
GODFRYPHLP,84,3670,241725,85800,2251140705.0,85,552,111100,33000,302196358.75,0.46,0.15,2026-04-10
GODREJCP,100,2240,1304500,162500,1257097375.0,98,826,1133000,77500,438297200.0,0.869,0.369,2026-04-10
GODREJPROP,88,21489,2633125,482900,10785923266.25,93,10994,2371325,649825,5150595395.0,0.901,0.512,2026-04-10
GRASIM,118,3475,1542000,-127000,2473153125.0,120,2492,1265000,44250,1672851112.5,0.82,0.717,2026-04-10
HAL,79,37807,3133200,-131100,24548121270.0,82,16718,2859750,22200,9728440972.5,0.913,0.442,2026-04-10
HAVELLS,113,3722,2009000,142500,2546535075.0,113,1128,1644500,38000,705428725.0,0.819,0.303,2026-04-10
HCLTECH,112,28617,5057850,177800,14903157027.5,114,14368,5152000,192850,7074457215.0,1.019,0.502,2026-04-10
HDFCAMC,109,11439,1104900,190800,9421827045.0,115,3527,866700,162000,2672794170.0,0.784,0.308,2026-04-10
HDFCBANK,163,108659,68522300,-2696100,50957881040.0,166,57186,43274000,1221000,25097126835.0,0.632,0.526,2026-04-10
