Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,51,6777,2851000,124500,3963186550.0,52,3650,2296000,-140000,1952594350.0,0.805,0.539,2026-07-20
ABB,82,25322,2188250,-2375,25073980825.0,86,17562,1663000,-131125,15981248793.75,0.76,0.694,2026-07-20
ABCAPITAL,75,4200,14737400,148800,5422569445.0,75,2049,10344700,412300,2503077175.0,0.702,0.488,2026-07-20
ADANIENSOL,82,9695,7169850,51300,11803829388.75,83,4580,3680775,44550,5196689055.0,0.513,0.472,2026-07-20
ADANIENT,76,16337,8363394,270993,16626923634.15,79,10414,5256399,79413,10088594333.399998,0.629,0.637,2026-07-20
ADANIGREEN,85,14574,8379600,6000,14082175860.0,87,4787,5680800,121200,4377541800.0,0.678,0.328,2026-07-20
ADANIPORTS,73,12044,7240900,70775,10836082232.5,73,8497,4683025,142025,7332012077.5,0.647,0.705,2026-07-20
ADANIPOWER,52,26158,71795200,702900,21625443481.0,52,7526,44733550,386950,5695948872.0,0.623,0.288,2026-07-20
ALKEM,84,11342,466000,-101125,8399956050.0,82,2099,190375,-3250,1454731356.25,0.409,0.185,2026-07-20
AMBER,68,11117,1136800,-91100,9068455005.0,68,5813,1036300,600,4460011145.0,0.912,0.523,2026-07-20
AMBUJACEM,71,15622,19143600,3090000,8564064720.0,71,8111,9290400,637200,4265447640.0,0.485,0.519,2026-07-20
ANGELONE,63,15542,36320000,-72500,13794454000.0,63,4136,14952500,-435000,3366151375.0,0.412,0.266,2026-07-20
APLAPOLLO,71,4130,1475950,-117250,2698788330.0,71,4041,1216600,-235550,2443151725.0,0.824,0.978,2026-07-20
APOLLOHOSP,76,12461,1199750,-60000,14183348437.5,82,9093,1064375,30125,9952365800.0,0.887,0.73,2026-07-20
ASHOKLEY,64,10943,97690000,3010000,9123471450.0,67,5625,68090000,2510000,4340785300.0,0.697,0.514,2026-07-20
ASIANPAINT,98,15625,4341000,174250,10785874925.0,98,15394,3905750,162750,10153184737.5,0.9,0.985,2026-07-20
ASTRAL,74,7974,3315850,-464950,4898578007.5,74,5442,2331125,-168300,3036506913.75,0.703,0.682,2026-07-20
AUBANK,57,18119,9419000,2375000,19157490850.0,59,13012,6419000,1599000,13201959700.0,0.681,0.718,2026-07-20
AUROPHARMA,66,7976,4713500,-70950,7108377622.5,66,3998,2649900,-79750,3361285620.0,0.562,0.501,2026-07-20
AXISBANK,76,189748,40946875,17402500,156450028937.5,78,138860,21323125,4314375,109648083125.0,0.521,0.732,2026-07-20
BAJAJ-AUTO,83,36609,1597800,162825,29936161143.75,83,22015,1196325,56175,16900961058.75,0.749,0.601,2026-07-20
