Symbol,CE_Contracts,CE_Volume,CE_OI,CE_OI_Change,CE_Turnover,PE_Contracts,PE_Volume,PE_OI,PE_OI_Change,PE_Turnover,PCR_OI,PCR_Volume,Date
360ONE,49,7495,2041500,152500,4324123675.0,50,4722,1409500,81000,2549062175.0,0.69,0.63,2026-06-24
ABB,114,21496,1387875,138500,19695121525.0,122,16223,840625,26625,13860076981.25,0.606,0.755,2026-06-24
ABCAPITAL,70,21235,19365700,765700,26530839120.0,70,8745,16594300,220100,10389335350.0,0.857,0.412,2026-06-24
ADANIENSOL,69,7817,6995025,-103275,8279616892.5,69,2086,3217050,32400,2020156875.0,0.46,0.267,2026-06-24
ADANIENT,102,107131,9457872,-642720,103535997971.39998,113,62745,7337514,1039476,57707793138.899994,0.776,0.586,2026-06-24
ADANIGREEN,106,23388,8384400,-402000,22000438770.0,117,9014,6012000,-251400,7926316680.0,0.717,0.385,2026-06-24
ADANIPORTS,61,37334,8920025,-572850,32959112873.75,62,18874,5527100,55575,15896179095.0,0.62,0.506,2026-06-24
ADANIPOWER,84,18753,74592600,1224750,16228025753.0,79,6140,37576750,475700,4896420179.5,0.504,0.327,2026-06-24
ALKEM,103,6322,728375,-8125,4453331225.0,103,4761,380875,9125,2908303556.25,0.523,0.753,2026-06-24
AMBER,71,25137,1866700,-74900,20621175770.0,67,15375,1216000,-107400,11652191060.0,0.651,0.612,2026-06-24
AMBUJACEM,83,35234,22145250,-2875800,16843509277.5,83,12690,11456850,-103800,6064177035.0,0.517,0.36,2026-06-24
ANGELONE,63,12886,27190000,-780000,11557970375.0,64,4556,14002500,82500,3840100125.0,0.515,0.354,2026-06-24
APLAPOLLO,84,3870,1304100,-143500,2569391755.0,84,4441,1128400,43400,2752562592.5,0.865,1.148,2026-06-24
APOLLOHOSP,111,24792,1346875,-132625,27028811568.75,114,10450,1289875,75125,11038062943.75,0.958,0.422,2026-06-24
ASHOKLEY,77,33775,152120000,-7500000,27634055700.0,77,16565,95900000,-4310000,12686774350.0,0.63,0.49,2026-06-24
ASIANPAINT,90,41030,8497750,-229250,28390408325.0,99,12198,3336000,25250,8053678237.5,0.393,0.297,2026-06-24
ASTRAL,70,4291,3053200,32725,2932048225.0,70,1194,1405900,-35700,783439730.0,0.46,0.278,2026-06-24
AUBANK,85,31638,6787000,66000,34167676350.0,85,12757,5907000,1480000,13202592600.0,0.87,0.403,2026-06-24
AUROPHARMA,69,14965,5193650,115500,13042722055.0,67,6737,3599750,9350,5653675747.5,0.693,0.45,2026-06-24
AXISBANK,109,69646,24387500,-189375,60982926125.0,110,41004,18426250,330000,34692396875.0,0.756,0.589,2026-06-24
BAJAJ-AUTO,84,89579,2589900,-16875,68538512160.0,85,60841,1366575,-54750,44216476440.0,0.528,0.679,2026-06-24
BAJAJFINSV,84,24282,6371300,122700,11187377492.5,84,13821,3691150,126500,6303468330.0,0.579,0.569,2026-06-24
BAJAJHLDNG,91,2365,125050,-3075,1298909613.75,91,6977,123050,14725,3204530752.5,0.984,2.95,2026-06-24
BAJFINANCE,79,59807,17590500,-1446750,44807835112.5,79,34038,15810000,651000,24383577750.0,0.899,0.569,2026-06-24
BANDHANBNK,79,18359,41407200,-1245600,14564486052.0,79,5239,21369600,-2048400,3890698416.0,0.516,0.285,2026-06-24
BANKBARODA,181,17344,51055875,-2925000,14595740932.5,180,9724,44685225,1889550,7884213187.5,0.875,0.561,2026-06-24
BANKINDIA,104,4116,31792800,-1913600,3211048776.0,105,2543,20441200,-884000,1947779236.0,0.643,0.618,2026-06-24
BANKNIFTY,581,3603914,22564260,-1883760,6362548011448.5,581,2998187,24979320,3579090,5114221852422.0,1.107,0.832,2026-06-24
BDL,81,72580,5907100,500000,37521893865.0,78,34621,4053600,1225,16771813115.0,0.686,0.477,2026-06-24
BEL,79,65154,64948650,2555025,40471582605.0,78,27137,35605050,-552900,16131976837.5,0.548,0.417,2026-06-24
BHARATFORG,90,14987,3529000,-11000,16424280800.0,91,9641,3555500,122000,10063843375.0,1.008,0.643,2026-06-24
BHARTIARTL,82,59661,20128600,748600,54768416702.5,82,31914,10842350,-502550,28447243792.5,0.539,0.535,2026-06-24
BHEL,146,21397,45026625,-942375,23658577031.25,144,11340,23441250,-918750,12004645537.5,0.521,0.53,2026-06-24
BIOCON,73,13539,25660000,-60000,14777839000.0,71,4346,12767500,385000,4579197500.0,0.498,0.321,2026-06-24
BLUESTARCO,88,5255,1789775,-267800,2931951928.75,86,3604,1465750,-23725,1733984411.25,0.819,0.686,2026-06-24
